Hour;TL1H80;TL2H80;TL3H80;TL4H80;TL5H80;TL6H80;TL7H80;TL8H80;TL9H80;TL10H80;WSL1H80;WSL2H80;WSL3H80;WSL4H80;WSL5H80;WSL6H80;WSL7H80;WSL8H80;WSL9H80;WSL10H80;WDL1H80;WDL2H80;WDL3H80;WDL4H80;WDL5H80;WDL6H80;WDL7H80;WDL8H80;WDL9H80;WDL10H80
4;2.55;2.85;3.45;2.35;3.15;2.95;2.45;3.45;3.75;1.85;4.559034986;4.03;6.995462815;7.742486681;9.586198412;8.840022624;5.60664784;9.363759929;6.94337814;6.201362753;-23.52863168;22.61986495;-11.29386974;6.675250965;22.4451552;36.99952589;6.55461261;19.98310652;19.87030582;1.201187107
10;1.65;1.95;2.95;1.75;2.25;2.95;1.95;3.75;3.15;1.25;4.404543109;4.308897771;5.272048938;7.001785487;5.131793059;6.629449449;5.095978807;8.361100406;6.053577455;5.704244034;34.26733544;38.97130815;-21.35742149;11.95187513;28.26294676;22.15448825;14.66344494;18.26158845;28.30075577;-2.210318924
15;0.316666667;0.616666667;2.916666667;3.216666667;3.283333333;4.35;2.15;4.516666667;4.483333333;1.616666667;8.229409829;9.722864964;2.649224916;3.520169942;4.983235298;5.097845959;3.962104637;5.5265405;4.029139691;2.571042542;-6.978794309;-16.43406227;-53.51309213;67.864488;20.40444572;-13.90989194;18.68825865;14.09663373;34.52657732;51.85700908
17;-1.216666667;-0.716666667;2.783333333;2.45;2.683333333;3.55;1.05;4.016666667;4.35;1.416666667;8.664145759;8.72475974;1.295737447;5.759529617;4.798578787;6.122294027;6.266642419;5.749713747;4.616040229;2.145705746;-22.47169006;-10.67291896;5.9817719;52.49374184;15.91667746;-39.0433487;7.392718068;20.06613684;35.84838722;80.07747822
19;-2.15;-1.65;2.45;0.65;1.75;2.15;-1.15;3.15;4.15;0.95;6.835934464;6.576473219;0.781024968;11.11125555;4.272001873;8.023091673;10.80462864;6.092618485;4.802082881;2.308679276;-5.877392607;28.12373538;140.1944289;2.5791475;20.55604522;-67.27026792;-7.980113745;23.19859051;31.37300514;107.6501242
3;-1.416666667;-0.683333333;0.216666667;-0.683333333;0.15;1.283333333;-2.25;1.783333333;2.75;0.183333333;4.014713648;4.235971179;8.603568473;7.538463018;4.540856709;6.156324434;5.525083921;7.742583761;10.37491483;5.306666585;7.008939252;6.299333894;1.406920613;-0.198103155;-33.5848942;-18.26706777;22.02394358;8.532559865;-6.531198096;-19.53703028
15;-0.916666667;-0.15;0.15;0.116666667;2.55;1.15;-1.45;1.916666667;1.383333333;-0.25;4.760511157;3.140634296;6.904184095;8.320129566;9.254173708;11.26270445;4.530931752;8.138649402;6.391234337;7.675201103;-36.09994807;-31.62823001;-13.87134442;-6.123639082;-23.42190816;-47.59293817;-19.94810415;10.84864453;15.77975775;-6.047319593
20;-1.983333333;-1.15;-0.75;-0.85;0.15;-0.083333333;-2.016666667;0.616666667;0.716666667;-1.483333333;4.742832639;2.904460226;7.296421633;8.232748207;7.298255486;6.292518554;4.099756837;5.420572469;3.379605879;6.760976049;-18.58327365;9.577086645;14.94514723;14.69604451;-28.70606057;-92.5431262;12.15546822;40.10836159;87.17539845;8.599911259
24;-1.983333333;-1.883333333;-1.283333333;-0.85;0.416666667;0.716666667;-3.016666667;0.616666667;0.183333333;-1.283333333;3.644604058;4.067222849;6.511213884;7.771104853;7.459141402;6.07482457;5.263206693;6.753458287;2.122638031;6.593755227;31.27390436;41.14440332;40.43261979;9.845738071;-33.25331671;-90.88388439;32.43659382;60.70610298;135.7450837;17.33121157
10;-3.05;-3.45;-2.15;-1.65;0.65;2.15;-3.35;0.65;0.65;-1.85;3.088721418;3.2381785;3.239382657;4.87903679;8.960323655;13.46228064;2.795174413;8.18169909;9.752948272;3.77005305;69.33539906;127.4714989;140.5114774;81.86989765;87.24935701;65.09109521;63.89330528;54.8530802;61.85839877;89.69604646
11;-2.383333333;-2.816666667;-1.816666667;-1.35;1.116666667;2.583333333;-2.383333333;1.383333333;1.216666667;-1.083333333;3.056148671;3.249891121;3.239022446;4.652508642;8.309036204;12.49320723;2.233974762;6.925323709;9.432883081;3.869871557;63.0777105;117.2619237;143.0496182;75.8672871;86.85680226;66.22436793;45.3541678;59.57486136;63.89112662;81.82416333
15;-1.25;-1.15;-1.55;-0.55;1.383333333;2.983333333;-0.65;2.383333333;1.75;-0.216666667;3.988730399;3.844688977;3.71259856;5.22629828;9.616418055;13.41188671;1.945439613;6.255671589;10.58067864;5.389874757;54.18159941;87.64561949;148.4176718;67.69237069;85.3637695;66.84747167;21.62580145;77.77423494;71.05702874;75.42795906
24;-0.516666667;-0.25;-1.983333333;-0.716666667;0.883333333;1.216666667;-0.85;0.816666667;1.15;-1.916666667;8.919077498;5.098100669;3.617950335;8.159058556;6.077801062;9.622091563;3.757485452;8.636948481;9.954446153;5.704820597;43.12732939;84.08881726;117.7494825;66.94316981;103.3083014;65.1120777;72.36384389;83.49122274;75.48471559;77.31770113
1;-0.55;-0.35;-1.95;-0.75;0.95;1.05;-0.85;0.75;1.05;-1.85;8.687427698;4.954452543;3.47453594;8.358971229;5.335260069;8.376067096;3.477542236;8.056035005;8.789499417;5.439595573;43.22756916;87.57072668;113.7615695;66.74740783;116.6130778;66.64871691;79.56252465;83.87186843;76.04280695;74.4307831
3;-0.216666667;-0.15;-1.75;-0.416666667;1.75;1.516666667;-0.516666667;0.683333333;0.783333333;-1.25;8.669546709;5.317623537;3.478331898;8.627632576;5.16115396;8.410044951;3.678104678;7.840592598;9.04573954;6.612721649;40.69212002;76.96617137;122.9394837;49.53417642;91.90686432;58.2346476;60.10028809;80.34952318;72.88646784;60.95194629
4;-0.05;-0.05;-1.65;-0.25;2.15;1.75;-0.35;0.65;0.65;-0.95;8.660606214;5.499209034;3.480229877;8.76196325;5.074100906;8.427033879;3.778385899;7.732871394;9.173859602;7.199284687;39.42439545;71.66389371;127.5284408;40.92756072;79.55375757;54.02761295;50.36916981;78.58835055;71.30829828;54.21252788
7;-0.55;-0.45;-1.85;-0.05;2.75;2.25;-0.45;0.45;0.65;-0.85;7.447905746;5.374318561;2.882498916;8.344579079;3.605842481;6.343264144;8.55549531;6.962679082;6.565097105;5.380009294;39.82527052;61.43208249;92.38594403;32.47119229;48.4852219;56.83602673;32.44551063;86.541727;79.73418335;36.76340004
12;0.983333333;0.816666667;0.683333333;0.55;4.616666667;4.416666667;1.316666667;2.65;1.683333333;0.45;4.486779578;3.944525378;2.767721734;6.974245429;6.193218678;6.557514124;7.044223156;5.672052954;6.208126906;4.179691096;9.041873824;43.2399464;77.7930036;22.38002278;5.382859667;33.00938354;16.79638539;42.35242723;64.48399379;39.13454651
20;0.55;0.95;1.116666667;1.616666667;3.216666667;3.95;0.35;2.65;2.616666667;0.616666667;2.588853807;3.417840701;2.476410713;5.247899658;5.232309546;5.109940112;4.164193096;5.485323673;4.41073146;4.082198333;20.70150884;40.48839801;68.12940268;22.36849002;-27.69499178;20.63334216;17.92530166;50.09212198;58.25618308;13.49085804
23;0.25;0.75;1.083333333;1.65;2.516666667;3.95;-0.016666667;2.25;2.983333333;0.883333333;3.376391377;3.380401015;2.397041116;4.518035013;5.409842924;5.728175864;3.404336479;5.682386218;4.350912343;2.874398214;-10.33010249;-8.113363826;5.055859237;18.66284528;-29.1523192;-3.478265286;21.31482264;27.49761511;39.34576432;-6.218632186
2;-0.283333333;0.083333333;0.95;1.616666667;2.616666667;4.45;-0.05;1.616666667;3.283333333;1.083333333;4.87862712;4.36370981;3.373161713;4.902246061;4.401321777;5.5071819;2.476189601;5.305686999;3.601935095;1.393336142;-56.85481142;-67.69998113;-35.87564389;-28.22488423;-41.53523975;-36.6220985;29.2352378;14.77995522;20.0146561;-4.865525558
4;-0.95;-0.45;0.55;1.15;2.15;4.65;-0.25;1.15;2.95;0.95;5.388654749;3.918430808;3.934018302;5.638882868;4.942924236;5.829922813;3.510099714;5.330938004;4.131646161;2.316570741;-52.23692203;-51.11183194;-38.70529914;-58.93168924;-44.4262417;-46.94619512;42.69093721;14.11444512;4.302982033;10.19423699
5;-0.916666667;-0.383333333;0.35;1.116666667;2.016666667;4.583333333;-0.316666667;1.45;2.916666667;0.916666667;5.166493536;3.610780515;4.406086966;5.582344809;4.473794126;5.660565602;3.678759869;5.528713225;4.027140045;2.835443794;-50.76875274;-48.03711842;-37.17216367;-54.95461361;-44.61749447;-39.04446355;12.35031901;11.99656683;-3.766739402;-5.967229735
7;-0.85;-0.25;-0.05;1.05;1.75;4.45;-0.45;2.05;2.85;0.85;4.722171111;2.995479928;5.350224294;5.46926869;3.535533906;5.321851182;4.016080178;5.924263667;3.818127813;3.8731899;-47.83241417;-41.88769139;-34.10589274;-47.00046234;-45;-23.24100041;-48.33091738;7.76081025;-19.90618227;-38.29016319
20;0.216666667;1.016666667;1.683333333;2.483333333;4.483333333;5.383333333;-0.15;3.583333333;3.316666667;1.083333333;3.945780994;4.29989342;3.460815229;2.914153884;1.542007515;4.235395564;3.528984544;4.024547181;3.975494679;3.062251218;-115.0220882;-100.5913363;-39.39332831;-122.3026982;20.13090796;16.78713834;-132.8224447;-0.57809827;-21.07930223;-107.7513127
23;-0.25;0.616666667;1.75;1.683333333;3.683333333;4.383333333;-0.35;2.616666667;2.616666667;1.15;3.861620972;3.294171093;2.826690573;2.97668557;1.974689317;5.336712398;3.202097519;4.337597756;3.936626205;2.120390543;-130.5413903;-119.2462817;-42.56745556;-140.9017964;44.28324659;23.49090239;-137.3623012;-1.697494638;-1.831737835;-109.5950433
1;-0.65;0.35;2.15;1.15;3.15;3.45;-0.35;1.75;2.15;1.15;4.117681386;2.618740155;1.91760267;3.323988568;1.901630879;5.502045074;3.330975833;4.042598174;3.56665109;1.402462121;-149.0123802;-137.4761127;-30.04136393;-157.9105136;96.34019175;38.43212256;-167.3405932;9.252619193;28.64892181;-128.3407927
2;-0.883333333;0.183333333;2.05;1.016666667;2.95;3.25;-0.583333333;1.683333333;1.916666667;1.083333333;4.133425246;2.736051212;1.688618525;2.96132601;2.361701917;6.195132035;3.685740617;4.17629992;4.077989601;1.291080225;-144.4388623;-133.1304049;-40.47837047;-158.8315675;94.86705613;39.40930274;-167.1767459;13.38766324;32.93359463;-127.3856392
5;-1.75;-0.483333333;1.516666667;0.35;1.85;2.416666667;-1.383333333;1.616666667;1.283333333;0.65;3.748554;2.678509689;1.075950395;2.181568446;3.633825147;7.359090085;4.540645895;4.054358231;4.985545183;0.961298178;-141.3688263;-133.45162;-35.86025326;-58.90811882;102.5838137;49.46207874;-56.02649908;24.85974479;48.34656892;-138.4755177
6;-2.15;-0.816666667;1.183333333;-0.05;1.15;1.983333333;-1.716666667;1.683333333;1.116666667;0.35;3.332195036;2.386346053;0.921250555;2.127135997;3.985806301;7.136874214;4.686021604;3.665013051;4.870423744;0.854279923;-147.445826;-142.4642507;-10.36812298;42.85743769;113.2468425;57.5604944;54.79605317;28.06173824;55.19019758;-151.4757033
7;-2.55;-1.15;0.85;-0.45;0.45;1.55;-2.05;1.75;0.95;0.05;2.915836072;2.094182418;0.766550716;2.072703549;4.337787454;6.914658343;4.831397313;3.275667871;4.755302304;0.747261668;-153.5228257;-151.4768814;15.12400731;144.6229942;123.9098712;65.65891006;165.6186054;31.26373169;62.03382624;-164.475889
8;-2.35;-1.116666667;0.85;-0.383333333;0.583333333;1.783333333;-2.083333333;1.916666667;1.116666667;0.05;2.605345341;2.236128226;0.825234737;1.982884723;4.768616738;7.71196142;4.050663761;3.477395388;5.283243051;0.628345273;-144.2727614;-143.3503411;11.50228691;141.6400084;118.3224541;64.85334667;167.0186303;31.70396277;58.04107028;-152.9191164
17;-0.483333333;-0.516666667;1.25;-0.416666667;2.116666667;4.016666667;-1.583333333;2.883333333;2.75;0.316666667;1.344705344;1.761329474;2.195495274;2.814099478;7.773586743;9.522078565;2.020812008;2.49708085;7.523946435;0.626120491;143.5055202;90.80932916;-172.3425184;104.3492847;106.7275833;76.43755663;163.4363586;75.08733851;80.35802876;76.65338842
19;-1.15;-1.45;0.65;-0.55;0.85;3.55;-1.85;2.15;1.75;-0.35;1.308166656;2.825614977;2.12200377;3.558201793;7.926878326;8.932468864;0.892020179;2.6276225;7.796698019;1.496262009;78.08878457;106.446756;-162.16275;81.59662891;114.2046754;84.41067434;142.7447105;81.68487424;86.24947306;37.94215335
8;-1.183333333;-2.516666667;-1.05;-1.583333333;3.583333333;3.016666667;-2.05;0.35;-1.55;-2.483333333;9.355804894;4.886851696;5.49961199;10.83383716;10.44384682;9.742795793;8.404456766;9.419522792;9.128260407;6.652703975;26.47034614;82.12762454;11.50499291;35.65125428;-8.184818783;27.81923875;39.08835747;40.84142761;64.11855713;46.03717172
15;0.683333333;0.683333333;1.85;1.483333333;4.083333333;5.883333333;-0.116666667;2.483333333;3.083333333;0.716666667;6.171912914;4.655970029;12.53301353;10.87555355;8.937173821;10.67255427;7.90464598;12.25869008;9.997069781;8.920986036;-10.57891688;17.66062545;-5.432407646;1.266739368;15.05341054;10.47968277;14.49187482;6.333292363;-0.997214102;-12.47615721
17;0.316666667;0.483333333;1.95;1.45;3.583333333;5.35;0.083333333;3.016666667;3.45;1.183333333;5.947007454;4.617453273;11.91526303;10.2419184;8.565637898;10.70786234;6.797323092;12.09495471;10.21944993;8.65623407;0.07865269;27.60600881;-5.305738213;14.9066017;40.71135604;28.25967881;10.97810655;7.250501341;3.58262697;-4.89786336
19;-0.15;0.15;2.15;0.85;3.25;4.75;0.15;3.15;2.65;1.05;6.23243933;4.531136723;9.624073981;8.933784193;7.166937979;9.189211065;5.471352666;10.83365589;8.619756377;6.856894341;12.69832136;42.13759477;-1.667181942;34.18812447;75.86680945;49.2363948;9.89272111;16.0761582;25.34617594;13.40798101
21;-0.35;-0.25;1.283333333;0.65;3.783333333;4.35;-0.45;2.883333333;2.383333333;0.65;7.925286583;4.985784559;9.537613027;10.82056084;11.17157069;12.87703999;6.604081749;11.34030367;9.873902889;8.736267936;17.47299647;43.06135227;2.182349033;31.57634848;65.64602605;56.26358639;24.13193029;25.02926489;28.91031996;18.39513583
1;-0.65;-0.65;0.35;1.25;4.85;4.55;-0.55;2.05;1.75;0.15;10.03368826;5.955375723;8.222949592;11.47711636;11.8448512;13.67137886;6.531186722;12.49787982;10.40647875;7.997230771;23.80594352;61.62756753;16.60580915;42.88151663;49.89714507;63.26626694;38.65980825;42.66533822;68.46441485;30.50913518
2;-0.516666667;-0.583333333;0.45;1.416666667;5.116666667;5.016666667;-0.583333333;2.416666667;2.116666667;0.35;10.58126145;6.430250482;8.490650123;13.01781359;13.01582631;15.08361509;7.472245354;13.34509807;11.69406805;9.419144755;29.49310014;66.85825052;19.60380687;42.4881832;44.28783795;54.40775427;39.74769706;41.33809452;65.15182824;32.20885208
3;-0.383333333;-0.516666667;0.55;1.583333333;5.383333333;5.483333333;-0.616666667;2.783333333;2.483333333;0.55;11.12883464;6.905125241;8.758350654;14.55851082;14.18680142;16.49585133;8.413303986;14.19231632;12.98165735;10.84105874;35.18025677;72.08893352;22.60180459;42.09484977;38.67853083;45.54924161;40.83558586;40.01085082;61.83924163;33.90856898
6;0.75;0.55;0.916666667;2.216666667;6.25;6.616666667;-0.316666667;4.083333333;3.45;1.216666667;10.39990908;6.948375108;6.539607435;13.50946244;13.01656077;13.46063448;8.542235752;12.54189654;11.89148699;9.893294682;38.90677935;74.66754715;35.72595649;39.9130202;37.00274934;42.73502222;50.27724884;38.00213148;52.13553653;39.9456702
9;2.05;1.516666667;2.116666667;3.05;7.35;7.35;1.516666667;5.083333333;4.683333333;1.85;12.22279087;7.833804913;6.853006557;14.7242395;13.39650316;13.65022975;9.915837312;14.58894026;12.76109869;10.77785647;32.81719966;61.77232418;35.32058421;30.56662514;26.9935585;32.66347534;43.9687491;31.00032558;43.25467368;30.51874596
11;2.75;2.25;3.216666667;3.65;8.183333333;7.85;2.483333333;5.583333333;5.55;2.25;13.25785782;8.10434288;7.97659299;15.3816395;12.75384843;13.46875177;10.79984717;15.29041309;12.50187741;11.52970465;28.85746967;53.11301579;26.73970363;28.92107265;24.45377043;29.29020045;37.99049435;27.95831817;41.38338674;23.55691148
20;5.65;4.983333333;6.883333333;6.45;9.516666667;9.583333333;4.616666667;8.216666667;7.35;5.783333333;13.45734115;8.440945794;16.75925117;17.97617876;18.65814607;17.46394547;14.42388481;16.33919659;14.72427454;15.67089784;19.66744481;52.69485835;10.11099849;28.55787663;25.31717492;24.72608353;23.58077272;33.14191348;52.86138841;22.1725568
2;6.183333333;5.616666667;8.216666667;7.15;8.483333333;6.15;5.183333333;8.716666667;6.583333333;6.616666667;14.56841922;9.852732856;17.69148331;19.55911719;12.3236102;13.47644145;14.12288149;15.83807571;14.38059688;17.71140326;17.8285913;45.3965206;6.059987188;22.10665001;-18.40327572;-1.942173638;19.98736774;10.81492475;1.400795782;16.00755951
3;5.916666667;5.483333333;8.283333333;7.15;8.116666667;5.95;5.016666667;8.483333333;6.016666667;6.683333333;14.7761386;10.31617394;19.50114052;20.5837638;12.25162037;15.24284447;14.65428771;16.54755598;14.62922645;18.72816966;19.02672536;42.77118216;7.062725844;19.15532093;-14.52446953;-3.737560802;21.48646347;3.530240044;-1.052936862;12.96154309
4;5.65;5.35;8.35;7.15;7.75;5.75;4.85;8.25;5.45;6.75;14.98385798;10.77961502;21.31079773;21.6084104;12.17963054;17.00924748;15.18569393;17.25703625;14.87785603;19.74493606;20.22485943;40.14584372;8.065464499;16.20399184;-10.64566334;-5.532947965;22.9855592;-3.754444665;-3.506669506;9.915526666
14;6.816666667;6.95;8.35;7.316666667;8.05;5.483333333;6.116666667;6.316666667;5.916666667;6.016666667;9.797310957;6.839731806;15.34760389;14.40195706;12.31992964;11.37162521;12.68610879;9.498185781;11.85394446;9.11544731;26.99856352;42.9710029;-0.788749133;16.58951142;36.65144775;32.05812784;23.07922803;9.423511304;8.286607315;-3.273854804
18;6.95;6.35;8.683333333;7.783333333;9.383333333;4.083333333;5.916666667;5.783333333;3.316666667;6.75;12.21406003;7.590940228;14.06020192;18.35414808;15.83686532;6.362263233;12.4555009;7.939515825;8.41397677;15.1935482;25.77592521;52.17502259;5.682765303;21.44545638;20.33581934;73.24283038;27.78531964;39.25496577;52.9765439;16.44067654
19;7.15;6.35;8.65;7.85;9.35;3.75;6.05;5.85;2.35;6.85;11.32728564;6.696058542;12.80738068;18.23728324;14.51499225;4.681538209;12.24364733;6.920180633;6.362656678;15.61115627;28.75982478;61.06174922;7.763151186;22.97995263;18.68460206;88.53119929;31.40516367;48.33895759;71.96372313;17.48320211
13;7.25;7.25;8.45;7.95;5.35;7.05;5.85;7.15;6.45;7.75;8.285801108;5.193996534;15.35085991;11.80190663;3.871188448;7.409703098;8.35471723;9.105278689;10.45891486;11.03620406;22.04538376;57.90107275;2.987285224;18.8341091;149.9246757;4.179273259;32.83411857;-14.63146324;-11.4710865;-1.921259489
17;6.916666667;6.95;8.216666667;8.083333333;9.683333333;6.183333333;6.316666667;6.283333333;5.15;8.05;7.946134008;4.600739905;15.1037058;12.84722567;7.549796495;7.304610676;9.298278396;8.214022668;8.730185524;10.61144885;14.56699254;46.76607014;3.615958125;13.42481378;12.90604241;31.19577745;27.90494499;-3.630581929;-2.704646428;-0.838395425
18;6.783333333;6.75;8.283333333;8.116666667;10.41666667;5.616666667;6.483333333;6.016666667;4.75;8.15;6.719155131;4.208805175;13.85781833;11.52308585;8.28568809;6.577036095;8.499700845;7.387060876;7.587397837;9.710795365;15.64311068;59.14182588;5.269059255;15.61898618;10.75608825;43.95660608;25.5371141;3.899625926;5.331570335;-0.581783309
7;5.65;5.15;6.85;6.55;8.75;10.05;5.65;9.15;9.75;7.75;1.748885359;2.670917445;7.85010191;6.252359555;5.247561338;8.585347984;3.345937836;8.954244803;11.36015845;5.020956084;75.08968624;146.6074157;0.29195049;20.40588815;38.26761113;21.09500803;30.93438914;21.69447016;0.30261574;-7.323172899
10;5.65;5.25;7.45;6.45;8.15;9.25;6.15;10.05;9.45;7.25;2.110023697;2.745705738;6.736245245;5.110792502;6.298841163;10.62555881;0.952732911;11.8163023;11.66745902;5.621743502;82.10030839;148.8573066;2.467385353;11.39787681;33.21072168;21.59113232;69.09201953;6.072456407;-3.93167148;-1.427001868
23;5.616666667;5.583333333;7.85;5.783333333;7.516666667;8.45;5.55;8.016666667;8.75;6.35;1.98283245;2.435929197;1.189591907;3.106124261;5.769133961;9.779492301;2.611411868;7.583245701;9.244745697;2.983235333;57.09648046;155.2087085;66.38097704;13.11736036;56.59256187;40.45435401;56.2066287;33.92693276;25.81871114;16.80574472
24;5.483333333;5.416666667;7.75;5.416666667;7.483333333;8.25;5.25;7.883333333;8.65;6.05;2.63510111;2.92668488;1.028443275;2.794281289;5.447865637;8.883995141;2.789636525;7.408959578;8.648251635;2.661852686;71.62960917;144.0964595;88.6618138;20.35732811;60.71356455;41.68727661;61.07306565;34.36864439;23.77041842;15.45068102
2;5.316666667;5.283333333;7.283333333;4.883333333;7.183333333;7.783333333;5.283333333;7.65;8.216666667;5.316666667;3.136202052;3.303644597;1.269965498;2.330318865;5.277797251;8.546355378;2.829834625;7.565136384;8.235638545;2.353408561;79.97444872;136.2544154;90.0686356;35.93855435;66.03853068;43.13819665;64.8705297;35.42257474;21.85573218;17.06670157
9;3.416666667;3.283333333;6.116666667;4.45;6.75;7.583333333;4.483333333;7.083333333;7.716666667;5.316666667;2.509050873;3.14055613;2.656213946;1.517257923;4.971758711;9.116129334;2.356581243;7.682514105;7.435242908;1.107175078;62.41610833;146.1995277;60.69447538;65.10483139;94.86164775;59.54094629;63.89008481;27.38214383;27.23322671;75.331593
10;3.65;3.45;5.95;4.35;6.65;7.75;5.15;7.05;7.75;5.35;2.479354755;3.231129833;2.444442677;1.89023808;5.221206757;9.881750857;1.363121418;7.246102401;7.948238799;0.998248466;72.1496817;146.3591134;71.63917245;90.90938045;96.2674814;58.99646855;72.49552727;27.62596287;29.4677035;100.9722402
9;4.483333333;3.05;3.416666667;4.583333333;7.783333333;8.25;6.65;7.283333333;5.75;2.183333333;6.921216696;4.45513786;2.803548563;9.972316622;9.990420639;14.15105;7.492236264;11.33042237;12.01202621;6.120714609;38.73049911;118.6058227;23.45041467;37.97495399;26.48051526;21.21916875;36.24796183;56.05671331;54.25636817;66.1463244
2;5.15;5.516666667;5.65;4.683333333;4.883333333;6.816666667;6.116666667;5.183333333;5.55;4.45;1.708725845;2.13493874;3.103731839;5.608241084;6.784579392;11.77063665;1.361580311;9.36641316;10.4274231;3.932029646;56.58103915;102.7280158;10.81477834;22.75345618;72.7668139;41.79561202;24.1160416;39.93846775;41.67266814;33.87715907
4;4.95;5.45;5.45;4.35;4.35;6.35;5.65;5.05;5.35;4.05;1.396030086;1.084665847;1.440312466;5.538023113;6.803682826;14.8311092;0.158113883;10.08905347;12.26433039;4.456197931;41.22453418;108.2679062;1.193489424;25.22314989;72.81678209;41.72016148;18.43494882;43.07211821;40.90026168;36.32987263
5;4.65;5.05;5.383333333;4.383333333;3.916666667;6.516666667;5.316666667;4.816666667;5.283333333;3.55;1.961031865;1.831001454;1.830999777;5.582018348;6.798748756;13.79608735;1.20008323;9.81745927;12.11594671;4.39890148;59.71241578;117.4224027;40.07574639;36.67903768;87.53793163;45.57559462;47.10976427;44.28272833;44.07486863;45.34496213
6;4.35;4.65;5.316666667;4.416666667;3.483333333;6.683333333;4.983333333;4.583333333;5.216666667;3.05;2.526033645;2.577337061;2.221687088;5.626013583;6.793814685;12.76106551;2.242052577;9.545865065;11.96756302;4.34160503;78.20029738;126.5768992;78.95800336;48.13492546;102.2590812;49.43102776;75.78457971;45.49333846;47.24947557;54.36005164
10;4.75;4.45;5.55;4.85;3.55;6.15;5.05;6.05;5.15;3.15;2.920359567;2.658871941;2.458373446;4.113404916;8.126702898;17.33755461;2.840844945;11.13690262;14.81644019;4.032716206;63.78591399;134.3904934;129.3877968;61.0671577;92.32724237;48.97573369;80.27242145;42.96238191;50.12016031;52.05025026
14;5.95;5.75;7.083333333;6.483333333;6.85;7.45;7.383333333;9.016666667;7.55;5.683333333;2.964883406;2.333122154;1.942472294;4.927855127;6.580450688;13.83761544;0.727755577;10.29862313;11.68127011;4.353933566;46.30340341;103.4059295;140.0436765;44.66342505;94.80947076;47.23847529;23.42440423;41.61104357;51.1994598;50.16696502
19;4.45;5.05;6.05;7.15;5.15;7.75;6.35;6.75;6.85;5.05;5.693540199;4.881085945;4.464011649;5.876818867;7.048772943;13.50446223;4.059975369;9.686635123;12.12020214;6.048842865;68.57233459;133.3397176;125.1497435;75.51447981;117.3648134;51.10165397;77.91509941;60.97412135;56.27059899;81.34745821
21;5.05;5.183333333;5.916666667;6.616666667;4.883333333;7.75;6.416666667;7.216666667;6.716666667;4.65;6.092133853;4.681759042;3.995388532;6.543284965;8.402762785;16.74010207;4.731950748;11.02143608;14.26121757;6.60454618;61.12151019;126.4904419;122.6551818;65.22444576;94.73685608;48.19636867;78.84563002;50.62510227;52.81635223;75.56302386
1;5.95;5.55;5.55;6.75;4.95;7.45;5.95;7.65;6.65;4.25;7.619875327;4.780648492;1.331352696;6.572221847;6.770893589;13.25962669;5.134715182;9.7079452;12.33762538;5.237604414;41.0090869;103.4258092;108.8432254;53.60087266;90.93086872;45.8250022;41.7632724;47.08711497;59.13181599;73.81418262
4;5.25;5.45;5.35;6.45;4.35;6.35;5.85;8.15;6.15;4.25;8.53501611;5.168491076;3.256762196;8.517118057;9.037975437;17.13757567;5.787235955;13.233144;14.74048846;6.484751345;44.57278172;103.7673774;84.18437347;52.20171748;84.09385889;39.15061948;62.85935371;43.7446547;52.66366127;63.03981178
17;6.416666667;8.15;7.45;7.75;9.35;10.08333333;8.183333333;8.75;8.916666667;5.983333333;5.966538101;3.999536526;2.66517857;7.927198315;8.469474895;14.81285718;5.977571063;12.13926759;13.91496752;6.581272298;42.60833332;82.81477416;124.7123339;31.59980183;58.74174994;33.04042924;41.01159597;32.84977891;38.38879201;44.3812842
21;7.016666667;7.483333333;7.65;7.816666667;8.95;10.41666667;6.916666667;8.616666667;9.45;5.316666667;4.506727206;3.717163142;3.346065399;8.036725549;6.902150712;13.2047305;5.656120826;12.36183753;12.37101551;5.487616838;57.92182174;114.8404923;59.56133729;38.55731097;65.10532499;30.2924893;63.58106371;37.61886795;33.27095604;37.56586502
23;7.25;7.05;6.983333333;8.116666667;8.583333333;10.31666667;7.016666667;8.783333333;9.483333333;5.616666667;4.723435501;3.876837512;3.548689733;8.042959187;6.015132951;11.96781253;4.895441292;12.24953332;11.47546308;5.860454281;64.16673892;119.2369388;26.77121042;41.28071918;72.46847742;26.63937765;71.598658;29.92587394;27.46637284;37.26803915
3;6.583333333;6.45;6.316666667;8.183333333;8.716666667;9.65;6.95;9.05;9.35;6.216666667;5.001089732;4.090235545;2.197641898;7.811992092;4.477193881;6.9881962;4.210794453;10.47314939;9.108738064;5.746717607;64.03322043;126.0796787;69.33462358;42.01339949;77.93072917;22.33095458;80.1456795;23.00661257;19.26124753;40.33139862
6;5.683333333;5.483333333;6.216666667;8.183333333;9.016666667;9.383333333;6.483333333;8.916666667;9.383333333;5.95;3.86303027;3.935446163;1.989885042;6.135887247;4.422205262;4.764474603;3.952382709;8.261203188;6.257359039;4.868639082;67.6429545;139.8631481;118.8171506;53.08447877;103.1042943;33.0755482;83.89634974;27.42306414;16.22004231;60.71578988
7;5.35;5.05;6.15;8.25;9.15;9.35;6.25;8.85;9.45;5.75;3.456891667;3.982687535;2.159282288;5.452017975;4.356248386;3.884044284;3.822054421;7.161766542;4.756816162;4.474650824;70.56915897;144.1947432;132.1844433;59.34263509;119.2717777;38.72892255;83.84190922;29.7151121;16.11084672;71.76750892
