Hour;TL1H80;TL2H80;TL3H80;TL4H80;TL5H80;TL6H80;TL7H80;TL8H80;TL9H80;TL10H80;WSL1H80;WSL2H80;WSL3H80;WSL4H80;WSL5H80;WSL6H80;WSL7H80;WSL8H80;WSL9H80;WSL10H80;WDL1H80;WDL2H80;WDL3H80;WDL4H80;WDL5H80;WDL6H80;WDL7H80;WDL8H80;WDL9H80;WDL10H80;WG
16;-1.35;-0.95;-1.75;-0.45;1.05;2.75;-0.75;2.15;1.45;-0.55;4.48759401;4.130375286;3.949746827;5.739721248;10.92139643;14.84029986;2.36237169;7.177220911;11.47464161;6.050057851;55.99123241;83.04704253;148.5635578;69.60752304;85.00980786;66.02575081;28.30075577;82.15214058;72.60725194;80.10174006;30.29
17;-1.35;-0.816666667;-1.983333333;-0.416666667;0.483333333;2.383333333;-1.016666667;1.683333333;1.45;-1.05;4.712710972;3.995808231;4.259844879;5.451510746;10.11199868;13.34636622;3.212595747;7.563078787;11.02225273;5.778246936;53.79372339;90.553115;143.6549173;67.81280639;92.35592891;68.25119055;39.3861943;89.11337264;76.76051908;86.40531297;52.48
18;-1.35;-0.683333333;-2.216666667;-0.383333333;-0.083333333;2.016666667;-1.283333333;1.216666667;1.45;-1.55;4.937827934;3.861241176;4.569942931;5.163300244;9.30260092;11.85243257;4.062819805;7.948936663;10.56986386;5.506436021;51.59621437;98.05918746;138.7462769;66.01808974;99.70204997;70.4766303;50.47163284;96.07460471;80.91378623;92.70888589;58.33
19;-1.35;-0.55;-2.45;-0.35;-0.65;1.65;-1.55;0.75;1.45;-2.05;5.162944896;3.72667412;4.880040983;4.875089743;8.493203165;10.35849893;4.913043863;8.334794539;10.11747498;5.234625106;49.39870535;105.5652599;133.8376364;64.22337309;107.048171;72.70207004;61.55707138;103.0358368;85.06705337;99.01245881;62.65
20;-1.05;-0.383333333;-2.316666667;-0.45;-0.183333333;1.616666667;-1.316666667;0.816666667;1.416666667;-2.05;6.569422297;4.279581721;4.554953697;5.836470898;8.183096459;10.94371278;4.714486537;8.82278817;10.8397632;5.568173619;47.24142019;96.08517276;131.1335271;65.26047998;96.9316969;69.14764645;60.36020837;96.26720163;81.50087987;93.70548494;56.17
21;-0.75;-0.216666667;-2.183333333;-0.55;0.283333333;1.583333333;-1.083333333;0.883333333;1.383333333;-2.05;7.975899697;4.832489321;4.22986641;6.797852054;7.872989754;11.52892664;4.515929212;9.310781802;11.56205141;5.901722131;45.08413502;86.6050856;128.4294178;66.29758688;86.81522278;65.59322287;59.16334536;89.49856649;77.93470638;88.39851106;76.72
22;-0.45;-0.05;-2.05;-0.65;0.75;1.55;-0.85;0.95;1.35;-2.05;9.382377098;5.385396921;3.904779123;7.75923321;7.562883048;12.1141405;4.317371886;9.798775434;12.28433962;6.235270644;42.92684985;77.12499844;125.7253084;67.33469378;76.69874866;62.03879928;57.96648236;82.72993135;74.36853288;83.09153719;86.79
23;-0.483333333;-0.15;-2.016666667;-0.683333333;0.816666667;1.383333333;-0.85;0.883333333;1.25;-1.983333333;9.150727298;5.241748795;3.761364729;7.959145883;6.820342055;10.86811603;4.037428669;9.217861957;11.11939289;5.97004562;43.02708962;80.60690785;121.7373954;67.13893179;90.00352504;63.57543849;65.16516312;83.11057705;74.92662424;80.20461916;89.22
2;-0.383333333;-0.25;-1.85;-0.583333333;1.35;1.283333333;-0.683333333;0.716666667;0.916666667;-1.55;8.678487203;5.13603804;3.476433919;8.493301902;5.248207014;8.393056024;3.577823457;7.948313801;8.917619479;6.026158611;41.95984459;82.26844902;118.3505266;58.14079212;104.2599711;62.44168226;69.83140637;82.1106958;74.46463739;67.6913647;90.43
5;-0.216666667;-0.183333333;-1.716666667;-0.183333333;2.35;1.916666667;-0.383333333;0.583333333;0.65;-0.916666667;8.256372725;5.457578877;3.280986224;8.622835193;4.584681431;7.732443967;5.370755703;7.476140624;8.304272103;6.592859556;39.55802047;68.25328997;115.8142752;38.10877124;69.19757901;54.96375088;44.39461675;81.23947603;74.11692664;48.39615194;68.56
6;-0.383333333;-0.316666667;-1.783333333;-0.116666667;2.55;2.083333333;-0.416666667;0.516666667;0.65;-0.883333333;7.852139235;5.415948719;3.08174257;8.483707136;4.095261956;7.037854056;6.963125506;7.219409853;7.434684604;5.986434425;39.69164549;64.84268623;104.1001096;35.28998177;58.84140046;55.8998888;38.42006369;83.89060152;76.92555499;42.57977599;75.94
8;-0.216666667;-0.25;-1.45;0.083333333;3.15;2.616666667;0.183333333;0.916666667;0.816666667;-0.616666667;6.93698436;5.256614053;2.802297031;8.198368429;4.935905607;6.871337375;8.053852658;7.408502922;6.77408411;5.255684546;37.00986583;58.24632767;92.31371522;27.94522995;35.20063714;53.74273451;31.33362561;75.51956916;75.97774696;39.18525938;61.33
9;0.116666667;-0.05;-1.05;0.216666667;3.55;2.983333333;0.816666667;1.383333333;0.983333333;-0.383333333;6.426062974;5.138909544;2.722095146;8.052157779;6.265968733;7.399410607;7.552210005;7.854326761;6.983071115;5.131359798;34.19446114;55.06057285;92.2414864;23.41926762;21.91605239;50.64944229;30.22174058;64.49741132;72.22131056;41.60711872;59.44
10;0.45;0.15;-0.65;0.35;3.95;3.35;1.45;1.85;1.15;-0.15;5.915141587;5.021205035;2.641893261;7.905947129;7.596031859;7.927483838;7.050567353;8.300150601;7.19205812;5.007035051;31.37905645;51.87481803;92.16925759;18.89330528;8.631467631;47.55615008;29.10985556;53.47525348;68.46487417;44.02897807;49.89
11;0.716666667;0.483333333;0.016666667;0.45;4.283333333;3.883333333;1.383333333;2.25;1.416666667;0.15;5.200960583;4.482865206;2.704807497;7.440096279;6.894625268;7.242498981;7.047395255;6.986101777;6.700092513;4.593363073;20.21046513;47.55738221;84.9811306;20.63666403;7.007163649;40.28276681;22.95312048;47.91384035;66.47443398;41.58176229;50.63
13;1.25;1.15;1.35;0.65;4.95;4.95;1.25;3.05;1.95;0.75;3.772598574;3.40618555;2.830635971;6.508394579;5.491812087;5.872529268;7.041051058;4.35800413;5.716161299;3.766019118;-2.126717488;38.92251058;70.60487661;24.12338154;3.758555685;25.73600027;10.63965031;36.79101411;62.4935536;36.68733072;40.67
14;1.183333333;1.116666667;1.35;0.783333333;4.85;5.05;1.05;3.05;1.983333333;0.75;3.488399049;3.375256049;3.085890974;7.00603385;5.653205938;6.106551193;6.423404509;4.930063778;5.954480751;3.922695308;-1.417811658;36.17073945;85.52116899;20.68574288;0.134662349;24.98555569;12.38800598;41.375567;62.66125992;39.74515605;31.39
15;1.116666667;1.083333333;1.35;0.916666667;4.75;5.15;0.85;3.05;2.016666667;0.75;3.204199525;3.344326549;3.341145976;7.503673121;5.81459979;6.340573119;5.805757959;5.502123425;6.192800202;4.079371497;-0.708905829;33.41896831;100.4374614;17.24810423;-3.489230987;24.23511111;14.13636165;45.96011989;62.82896623;42.80298138;30.7
16;1.05;1.05;1.35;1.05;4.65;5.25;0.65;3.05;2.05;0.75;2.92;3.313397048;3.596400979;8.001312392;5.975993641;6.574595045;5.18811141;6.074183073;6.431119654;4.236047686;0;30.66719717;115.3537537;13.81046557;-7.113124323;23.48466652;15.88471731;50.54467278;62.99667255;45.86080671;24.06
17;0.916666667;1.016666667;1.283333333;1.25;4.316666667;4.85;0.616666667;2.95;2.216666667;0.683333333;2.782296835;3.454947238;3.294273515;7.206476642;5.591899849;5.95147374;4.853022914;5.812609122;5.68314071;4.224174641;8.002967033;36.3845001;106.8315043;14.65288726;-14.64231054;24.2210109;16.09937239;53.12749826;63.61197325;37.84100763;24.8
18;0.783333333;0.983333333;1.216666667;1.45;3.983333333;4.45;0.583333333;2.85;2.383333333;0.616666667;2.644593669;3.596497429;2.992146051;6.411640892;5.207806056;5.328352436;4.517934417;5.551035171;4.935161767;4.212301595;16.00593407;42.10180302;98.30925493;15.49530895;-22.17149675;24.95735528;16.31402746;55.71032373;64.22727396;29.82120856;19.27
19;0.65;0.95;1.15;1.65;3.65;4.05;0.55;2.75;2.55;0.55;2.506890504;3.738047619;2.690018587;5.616805142;4.823712263;4.705231131;4.182845921;5.28946122;4.187182824;4.20042855;24.0089011;47.81910595;89.78700552;16.33773064;-29.70068297;25.69369966;16.52868254;58.29314921;64.84257467;21.80140949;17.37
21;0.45;0.95;1.083333333;1.583333333;2.783333333;3.85;0.15;2.55;2.683333333;0.683333333;2.67081711;3.097633784;2.262802838;4.878994175;5.640906829;5.514649093;4.145540272;5.681186126;4.634280097;3.963968117;17.39411658;33.15769007;46.47179983;28.3992494;-25.68930059;15.57298467;19.32192078;41.89109476;51.6697915;5.180306587;13.94
22;0.35;0.95;1.05;1.55;2.35;3.75;-0.05;2.45;2.75;0.75;2.752780413;2.777426867;2.049194964;4.510088691;6.049504112;5.919358073;4.126887447;5.877048579;4.857828733;3.845737901;14.08672432;25.82698212;24.81419699;34.43000878;-23.6836094;10.51262717;20.7185399;33.69006753;45.08339991;-3.130244862;16.58
24;0.15;0.55;1.116666667;1.75;2.683333333;4.15;0.016666667;2.05;3.216666667;1.016666667;4.000002341;3.983375163;2.744887267;4.525981335;4.770181736;5.536993654;2.681785512;5.487723857;3.843995952;1.903058528;-34.74692931;-42.05370978;-14.70247852;2.895681773;-34.62102899;-17.46915774;21.91110537;21.30516269;33.60812873;-9.30701951;21.85
1;0.05;0.35;1.15;1.85;2.85;4.35;0.05;1.85;3.45;1.15;4.623613306;4.586349311;3.092733419;4.533927657;4.130520548;5.345811444;1.959234544;5.293061496;3.337079562;0.931718842;-59.16375612;-75.99405573;-34.46081627;-12.87148173;-40.08973878;-31.4600502;22.5073881;15.11271027;27.87049313;-12.39540683;22.22
3;-0.616666667;-0.183333333;0.75;1.383333333;2.383333333;4.55;-0.15;1.383333333;3.116666667;1.016666667;5.133640934;4.141070309;3.653590008;5.270564464;4.672123007;5.668552357;2.993144657;5.318312501;3.866790628;1.854953442;-54.54586672;-59.40590653;-37.29047152;-43.57828674;-42.98074073;-41.78414681;35.96308751;14.44720017;12.15881907;2.664355718;14.31
6;-0.883333333;-0.316666667;0.15;1.083333333;1.883333333;4.516666667;-0.383333333;1.75;2.883333333;0.883333333;4.944332323;3.303130222;4.87815563;5.525806749;4.004664016;5.491208392;3.847420024;5.726488446;3.922633929;3.354316847;-49.30058345;-44.96240491;-35.6390282;-50.97753797;-44.80874723;-31.14273198;-17.99029918;9.87868854;-11.83646084;-22.12869646;13.68
8;-0.65;-0.216666667;0.316666667;1.183333333;1.783333333;4.55;-0.45;2.183333333;2.883333333;0.883333333;4.591104795;3.007970738;5.341327083;5.061590335;3.335030784;5.418289933;4.277511781;5.799872439;3.882600488;3.510984919;-47.38747203;-37.23076528;-38.65085869;-50.07866989;-47.6319217;-21.229944;-56.15111676;4.795392378;-16.62057104;-40.91451088;14.31
9;-0.45;-0.183333333;0.683333333;1.316666667;1.816666667;4.65;-0.45;2.316666667;2.916666667;0.916666667;4.46003848;3.020461547;5.332429873;4.65391198;3.134527662;5.514728685;4.538943383;5.675481211;3.947073162;3.148779939;-46.94252988;-32.57383917;-43.19582464;-53.15687744;-50.2638434;-19.21888758;-63.97131615;1.829974507;-13.33495982;-43.53885856;13.31
10;-0.25;-0.15;1.05;1.45;1.85;4.75;-0.45;2.45;2.95;0.95;4.328972164;3.032952357;5.323532662;4.246233625;2.93402454;5.611167436;4.800374985;5.551089983;4.011545837;2.786574959;-46.49758774;-27.91691305;-47.74079059;-56.23508499;-52.89576509;-17.20783117;-71.79151553;-1.135443365;-10.04934859;-46.16320625;12.1
11;0.116666667;0.283333333;1.716666667;1.816666667;2.55;5.316666667;-0.483333333;2.75;3.416666667;1.416666667;4.173204984;3.244442959;5.026967045;4.068315402;2.53843469;5.060391029;4.424976717;5.248933503;3.876214316;2.769881342;-59.51319088;-39.98915644;-47.0404068;-58.98015733;-50.80495424;-14.76875576;-80.46812772;-5.535440717;-13.17957733;-48.84844621;12.99
12;0.483333333;0.716666667;2.383333333;2.183333333;3.25;5.883333333;-0.516666667;3.05;3.883333333;1.883333333;4.017437803;3.455933562;4.730401428;3.890397179;2.14284484;4.509614621;4.049578449;4.946777024;3.740882796;2.753187724;-72.52879402;-52.06139982;-46.34002302;-61.72522967;-48.71414338;-12.32968035;-89.14473991;-9.935438068;-16.30980608;-51.53368617;12.47
13;0.85;1.15;3.05;2.55;3.95;6.45;-0.55;3.35;4.35;2.35;3.861670623;3.667424164;4.433835811;3.712478956;1.74725499;3.958838213;3.674180181;4.644620544;3.605551275;2.736494107;-85.54439717;-64.13364321;-45.63963923;-64.47030201;-46.62333253;-9.890604942;-97.8213521;-14.33543542;-19.44003483;-54.21892614;14.47
14;0.85;1.183333333;2.85;2.583333333;4.116666667;6.516666667;-0.516666667;3.45;4.25;2.216666667;3.853422366;3.860580437;4.744570998;3.687439865;2.019679076;4.171126981;3.375064363;4.765082494;3.947469687;2.891126272;-88.82416534;-65.57213448;-48.66328257;-70.24046492;-43.75946944;-10.69788501;-101.6637252;-15.56922912;-21.16944015;-65.84755952;8.78
15;0.85;1.216666667;2.65;2.616666667;4.283333333;6.583333333;-0.483333333;3.55;4.15;2.083333333;3.84517411;4.053736709;5.055306185;3.662400773;2.292103161;4.383415749;3.075948546;4.885544443;4.289388099;3.045758437;-92.10393351;-67.01062576;-51.68692592;-76.01062784;-40.89560635;-11.50516509;-105.5060984;-16.80302282;-22.89884547;-77.47619291;11.52
16;0.85;1.25;2.45;2.65;4.45;6.65;-0.45;3.65;4.05;1.95;3.836925853;4.246892982;5.366041371;3.637361681;2.564527247;4.595704516;2.776832728;5.006006392;4.631306511;3.200390601;-95.38370168;-68.44911703;-54.71056927;-81.78079075;-38.03174326;-12.31244516;-109.3484715;-18.03681652;-24.62825079;-89.10482629;10.25
17;0.683333333;1.216666667;2.216666667;2.683333333;4.55;6.316666667;-0.316666667;3.716666667;3.883333333;1.65;3.908575938;4.375894271;4.760896108;3.414812384;2.145485499;4.305826449;3.09277103;4.602094928;4.388349386;3.251493551;-100.8825293;-77.57318514;-48.03196011;-93.60563663;-18.33150386;-2.484776324;-118.9146775;-11.11816822;-24.11314037;-96.5751791;10.73
18;0.516666667;1.183333333;1.983333333;2.716666667;4.65;5.983333333;-0.183333333;3.783333333;3.716666667;1.35;3.980226023;4.504895559;4.155750845;3.192263088;1.726443752;4.015948383;3.408709332;4.198183463;4.145392262;3.3025965;-106.3813569;-86.69725326;-41.35335094;-105.4304825;1.368735535;7.342892514;-128.4808835;-4.199519927;-23.59802994;-104.0455319;9.62
19;0.35;1.15;1.75;2.75;4.75;5.65;-0.05;3.85;3.55;1.05;4.051876109;4.633896848;3.550605582;2.969713791;1.307402004;3.726070316;3.724647634;3.794271999;3.902435137;3.35369945;-111.8801846;-95.82132137;-34.67474178;-117.2553284;21.06897493;17.17056135;-138.0470895;2.719128371;-23.08291951;-111.5158847;12.99
21;0.083333333;0.883333333;1.616666667;2.216666667;4.216666667;5.116666667;-0.25;3.316666667;3.083333333;1.116666667;3.83968588;3.965889991;3.371024877;2.858593977;1.776613025;4.744720812;3.333321453;4.254822364;4.04855422;2.770802986;-118.1639918;-105.3613513;-44.11191485;-127.350068;19.19284098;16.40371532;-127.5977999;-3.875324912;-19.07568494;-103.9867407;9.89
22;-0.05;0.75;1.55;1.95;3.95;4.85;-0.35;3.05;2.85;1.15;3.733590765;3.631886562;3.281234524;2.80303407;2.011218536;5.25404606;3.137658363;4.485097546;4.121613762;2.479354755;-121.3058954;-110.1313663;-48.83050138;-132.3974378;18.25477401;16.0202923;-122.3731551;-7.172551553;-17.07206766;-100.2221686;12.25
24;-0.45;0.483333333;1.95;1.416666667;3.416666667;3.916666667;-0.35;2.183333333;2.383333333;1.15;3.989651179;2.956455624;2.372146621;3.150337069;1.938160098;5.419378736;3.266536676;4.190097965;3.751638647;1.761426332;-139.7768852;-128.3611972;-36.30440974;-149.406155;70.31171917;30.96151248;-152.3514472;3.777562278;13.40859199;-118.967918;10.41
3;-1.116666667;0.016666667;1.95;0.883333333;2.75;3.05;-0.816666667;1.616666667;1.683333333;1.016666667;4.149169105;2.853362268;1.45963438;2.598663452;2.821772956;6.888218996;4.040505401;4.310001665;4.589328112;1.179698329;-139.8653444;-128.7846971;-50.915377;-159.7526214;93.39392052;40.38648291;-167.0128986;17.52270729;37.21826744;-126.4304856;10.67
4;-1.35;-0.15;1.85;0.75;2.55;2.85;-1.05;1.55;1.45;0.95;4.164912964;2.970673324;1.230650235;2.236000894;3.281843994;7.581305956;4.395270185;4.44370341;5.100666623;1.068316433;-135.2918266;-124.4389893;-61.35238354;-160.6736753;91.92078491;41.36366309;-166.8490513;21.65775133;41.50294026;-125.475332;5.46
9;-2.15;-1.083333333;0.85;-0.316666667;0.716666667;2.016666667;-2.116666667;2.083333333;1.283333333;0.05;2.294854609;2.378074033;0.883918758;1.893065897;5.199446021;8.509264497;3.26993021;3.679122905;5.811183798;0.509428878;-135.0226971;-135.2238009;7.880566518;138.6570227;112.735037;64.04778327;168.4186551;32.14419384;54.04831433;-141.3623437;6.72
10;-1.95;-1.05;0.85;-0.25;0.85;2.25;-2.15;2.25;1.45;0.05;1.984363878;2.520019841;0.94260278;1.803247071;5.630275304;9.306567573;2.489196658;3.880850422;6.339124545;0.390512484;-125.7726328;-127.0972607;4.258846122;135.6740369;107.1476199;63.24221987;169.81868;32.58442491;50.05555837;-129.8055711;2.61
11;-1.316666667;-0.583333333;1.15;-0.383333333;1.55;2.983333333;-1.916666667;2.716666667;2.216666667;0.216666667;2.014654227;1.937350015;0.985255387;1.677243655;5.255800317;8.633106902;2.911671379;3.46663998;5.852671143;0.439009566;-137.1795236;-139.2124833;-54.47596444;130.5637742;108.6359296;62.97821979;56.22447316;34.2590554;56.99022733;-44.31834459;5.14
12;-0.683333333;-0.116666667;1.45;-0.516666667;2.25;3.716666667;-1.683333333;3.183333333;2.983333333;0.383333333;2.044944577;1.354680189;1.027907994;1.551240239;4.881325329;7.95964623;3.3341461;3.052429538;5.366217741;0.487506649;-148.5864144;-151.327706;-113.210775;125.4535116;110.1242392;62.71421971;-57.36973367;35.9336859;63.92489629;41.16888191;0.4
13;-0.05;0.35;1.75;-0.65;2.95;4.45;-1.45;3.65;3.75;0.55;2.075234926;0.772010363;1.070560601;1.425236822;4.506850341;7.286185559;3.756620822;2.638219096;4.879764339;0.536003731;-159.9933053;-163.4429286;-171.9455856;120.3432489;111.6125489;62.45021963;-170.9639405;37.60831639;70.85956524;126.6561084;0.77
14;-0.083333333;0.216666667;1.683333333;-0.55;2.883333333;4.383333333;-1.45;3.516666667;3.583333333;0.583333333;1.837814847;0.924402483;1.457787409;1.764173988;5.570213878;8.129751511;3.366149855;2.569416073;5.715699773;0.421019065;-47.92424085;-81.29841384;-173.7745246;118.8040368;108.7380451;65.78381234;-56.04856611;49.00173447;73.04381237;116.4404076;1.4
15;-0.116666667;0.083333333;1.616666667;-0.45;2.816666667;4.316666667;-1.45;3.383333333;3.416666667;0.616666667;1.600394767;1.076794603;1.845014218;2.103111155;6.633577414;8.973317464;2.975678889;2.500613049;6.551635208;0.306034398;64.14482356;0.846100954;-175.6034636;117.2648247;105.8635412;69.11740506;58.86680827;60.39515256;75.22805949;106.2247068;3.4
16;-0.15;-0.05;1.55;-0.35;2.75;4.25;-1.45;3.25;3.25;0.65;1.362974688;1.229186723;2.232241026;2.442048321;7.696940951;9.816883416;2.585207922;2.431810025;7.387570643;0.191049732;176.213888;82.99061574;-177.4324027;115.7256126;102.9890373;72.45099777;173.7821827;71.78857064;77.41230662;96.00900596;1.4
18;-0.816666667;-0.983333333;0.95;-0.483333333;1.483333333;3.783333333;-1.716666667;2.516666667;2.25;-0.016666667;1.326436;2.293472226;2.158749522;3.186150636;7.850232534;9.227273714;1.456416093;2.562351675;7.660322227;1.06119125;110.7971524;98.62804258;-167.2526342;92.97295682;110.4661294;80.42411549;153.0905346;78.38610638;83.30375091;57.29777089;7.46
20;-1.55;-1.916666667;0.483333333;-0.583333333;0.55;3.15;-2.15;1.85;1.383333333;-0.616666667;1.932938873;3.049571588;1.720773737;3.924698716;8.164901892;9.839996045;1.319264291;3.249005084;8.340624725;1.885864791;66.71969493;107.0749506;-60.89766179;74.95583584;109.828404;80.97890871;103.7038057;75.0690737;84.46875632;41.61331739;5.46
21;-1.95;-2.383333333;0.316666667;-0.616666667;0.25;2.75;-2.45;1.55;1.016666667;-0.883333333;2.55771109;3.273528199;1.319543705;4.291195639;8.402925457;10.74752323;1.746508404;3.870387668;8.884551432;2.275467573;55.35060529;107.7031453;40.36742641;68.31504278;105.4521326;77.54714308;64.66290081;68.45327316;82.68803959;45.28448144;8.56
22;-2.35;-2.85;0.15;-0.65;-0.05;2.35;-2.75;1.25;0.65;-1.15;3.182483307;3.497484811;0.918313672;4.657692562;8.640949022;11.65505041;2.173752516;4.491770252;9.428478138;2.665070356;43.98151565;108.3313399;141.6325146;61.67424971;101.0758611;74.11537744;25.62199594;61.83747263;80.90732285;48.95564548;6.93
23;-2.583333333;-2.95;0.083333333;-0.883333333;0.116666667;2.083333333;-3.083333333;0.883333333;0.283333333;-1.65;3.649169859;3.561240933;1.240549079;5.224302742;8.83542084;10.74489868;2.745667905;4.965666576;9.172222529;3.102194615;46.18055585;110.2189036;77.33992552;60.16110471;105.7666501;75.31290175;32.35910876;55.72250316;83.03364101;48.96267398;9.89
24;-2.816666667;-3.05;0.016666667;-1.116666667;0.283333333;1.816666667;-3.416666667;0.516666667;-0.083333333;-2.15;4.11585641;3.624997055;1.562784486;5.790912922;9.029892658;9.834746955;3.317583294;5.4395629;8.91596692;3.539318875;48.37959605;112.1064672;13.04733642;58.64795971;110.4574391;76.51042606;39.09622158;49.6075337;85.15995917;48.96970248;15.21
1;-3.05;-3.15;-0.05;-1.35;0.45;1.55;-3.75;0.15;-0.45;-2.65;4.582542962;3.688753177;1.885019894;6.357523103;9.224364477;8.924595229;3.889498682;5.913459225;8.659711312;3.976443134;50.57863626;113.9940308;-51.24525268;57.13481471;115.1482281;77.70795036;45.83333439;43.49256424;87.28627733;48.97673098;21.8
2;-3.283333333;-3.183333333;-0.383333333;-1.383333333;0.883333333;1.65;-3.683333333;0.016666667;-0.75;-2.65;5.217190625;3.968326018;2.205298808;6.554219102;8.82187038;10.23585246;4.410338447;6.412180191;8.848563158;4.413970881;50.5749739;111.206853;-36.1805546;58.38631837;105.5258208;73.8539983;45.72894988;45.83872661;84.14480819;52.29274506;39.04
3;-3.516666667;-3.216666667;-0.716666667;-1.416666667;1.316666667;1.75;-3.616666667;-0.116666667;-1.05;-2.65;5.851838288;4.247898859;2.525577723;6.750915101;8.419376284;11.54710969;4.931178211;6.910901157;9.037415004;4.851498628;50.57131155;108.4196751;-21.11585652;59.63782202;95.90341339;70.00004624;45.62456536;48.18488898;81.00333904;55.60875914;49.37
4;-3.75;-3.25;-1.05;-1.45;1.75;1.85;-3.55;-0.25;-1.35;-2.65;6.486485952;4.527471701;2.845856637;6.9476111;8.016882187;12.85836693;5.452017975;7.409622123;9.226266851;5.289026375;50.5676492;105.6324973;-6.051158445;60.88932567;86.28100603;66.14609418;45.52018085;50.53105135;77.8618699;58.92477322;61.55
5;-3.116666667;-3.216666667;-1.183333333;-1.65;2.283333333;1.783333333;-3.15;-0.25;-1.65;-2.716666667;7.500955657;4.7391024;3.641434485;7.995232636;8.675427191;11.50825854;6.319353263;7.688181979;9.038835026;5.537520615;45.04739678;103.3933072;-1.324071512;55.6598022;56.5646267;60.07909489;45.430626;48.49081952;77.00461226;57.54398449;66.34
6;-2.483333333;-3.183333333;-1.316666667;-1.85;2.816666667;1.716666667;-2.75;-0.25;-1.95;-2.783333333;8.515425362;4.9507331;4.437012333;9.042854172;9.333972196;10.15815016;7.186688551;7.966741836;8.851403201;5.786014854;39.52714436;101.1541171;3.403015421;50.43027872;26.84824738;54.01209561;45.34107115;46.45058768;76.14735463;56.16319576;70.08
7;-1.85;-3.15;-1.45;-2.05;3.35;1.65;-2.35;-0.25;-2.25;-2.85;9.529895068;5.1623638;5.232590181;10.09047571;9.9925172;8.80804178;8.054023839;8.245301692;8.663971376;6.034509094;34.00689195;98.91492696;8.130102354;45.20075524;-2.868131941;47.94509632;45.25151629;44.41035585;75.290097;54.78240703;77.46
9;-0.516666667;-1.883333333;-0.65;-1.116666667;3.816666667;4.383333333;-1.75;0.95;-0.85;-2.116666667;9.181714721;4.611339591;5.766633799;11.5771986;10.89517645;10.67754981;8.754889692;10.59374389;9.592549438;7.270898856;18.93380033;65.34032213;14.87988346;26.10175331;-13.50150563;7.693381177;32.92519864;37.27249937;52.94701726;37.29193642;102.92
10;0.15;-1.25;-0.25;-0.65;4.05;5.75;-1.45;1.55;-0.15;-1.75;9.007624548;4.335827487;6.033655608;12.32056005;11.34650607;11.61230382;9.105322619;11.76796499;10.05683847;7.889093738;11.39725452;48.55301972;18.25477401;16.55225235;-18.81819247;-12.43247639;26.76203982;33.70357113;41.77547739;28.54670111;104.77
11;0.416666667;-0.583333333;0.45;-0.116666667;4.283333333;5.95;-1.116666667;1.55;0.416666667;-1.283333333;8.307468269;4.439447322;7.84821223;11.82526992;10.32485263;10.76929816;9.001322189;11.620264;9.355430954;7.809779238;1.173373893;36.46916138;11.48745259;8.791014062;-12.91447066;-9.656182041;24.65270185;26.91055784;31.7192025;15.92216722;94.54
12;0.683333333;0.083333333;1.15;0.416666667;4.516666667;6.15;-0.783333333;1.55;0.983333333;-0.816666667;7.607311989;4.543067157;9.662768851;11.32997979;9.30319919;9.926292507;8.897321759;11.47256302;8.654023438;7.730464739;-9.050506732;24.38530304;4.720131176;1.029775772;-7.010748853;-6.879887689;22.54336388;20.11754455;21.66292761;3.297633338;90.11
13;0.95;0.75;1.85;0.95;4.75;6.35;-0.45;1.55;1.55;-0.35;6.90715571;4.646686992;11.47732547;10.83468966;8.281545749;9.08328685;8.793321329;11.32486203;7.952615922;7.65115024;-19.27438736;12.3014447;-2.04719024;-6.731462519;-1.107027046;-4.103593336;20.43402591;13.32453126;11.60665272;-9.326900549;80.89
14;0.816666667;0.716666667;1.85;1.216666667;4.416666667;6.116666667;-0.283333333;2.016666667;2.316666667;0.183333333;6.539534312;4.651328511;12.0051695;10.85512161;8.609359785;9.877920558;8.348983654;11.79177606;8.974842851;8.286068138;-14.92665212;14.98103508;-3.739798943;-2.732361575;6.97319175;3.188044717;17.46295036;9.828911812;5.304719311;-10.90152888;65.24
16;0.55;0.65;1.85;1.75;3.75;5.65;0.05;2.95;3.85;1.25;5.804291516;4.660611548;13.06085755;10.8959855;9.264987858;11.46718797;7.460308305;12.72560411;11.01929671;9.555903934;-6.231181642;20.34021583;-7.125016349;5.265840312;23.13362934;17.77132082;11.52079927;2.837672913;-7.299147515;-14.05078554;67.82
18;0.083333333;0.316666667;2.05;1.15;3.416666667;5.05;0.116666667;3.083333333;3.05;1.116666667;6.089723392;4.574294998;10.76966851;9.587851295;7.866287939;9.948536701;6.134337879;11.4643053;9.419603155;7.756564205;6.388487023;34.87180179;-3.486460078;24.54736308;58.28908275;38.74803681;10.43541383;11.66332977;14.46440146;4.255058823;68.71
20;-0.25;-0.05;1.716666667;0.75;3.516666667;4.55;-0.15;3.016666667;2.516666667;0.85;7.078862956;4.758460641;9.580843504;9.877172517;9.169254336;11.03312553;6.037717208;11.08697978;9.246829633;7.796581138;15.08565891;42.59947352;0.257583545;32.88223647;70.75641775;52.74999059;17.0123257;20.55271154;27.12824795;15.90155842;108.09
22;-0.45;-0.45;0.85;0.55;4.05;4.15;-0.75;2.75;2.25;0.45;8.77171021;5.213108478;9.49438255;11.76394917;13.17388705;14.72095445;7.17044629;11.59362756;10.50097615;9.675954733;19.86033403;43.52323102;4.10711452;30.27046048;60.53563435;59.77718218;31.25153488;29.50581824;30.69239198;20.88871324;114.73
